reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date
D_281_SCA_CA98_1,281_SCA_CA98,West Wickham - Streetly End,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a060,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA98_2,281_SCA_CA98,West Wickham - Streetly End,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a060,https://greatercambridgeplanning.org/media/2199/west-wickham-streetly-end-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA99_1,281_SCA_CA99,West Wickham - St Mary's,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a061,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA99_2,281_SCA_CA99,West Wickham - St Mary's,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a061,https://greatercambridgeplanning.org/media/2233/west-wickham-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA100_1,281_SCA_CA100,West Wratting,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a062,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA100_2,281_SCA_CA100,West Wratting,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a062,https://greatercambridgeplanning.org/media/2282/west-wratting-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA101_1,281_SCA_CA101,Westwick,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a70,https://greatercambridgeplanning.org/media/1605/westwick-conservation-area-appraisal-2005-part-1.pdf,area-appraisal,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA101_2,281_SCA_CA101,Westwick,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a70,https://greatercambridgeplanning.org/media/2248/westwick-conservation-area-boundary-map.pdf,area-map,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA102_1,281_SCA_CA102,Whittlesford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a063,https://greatercambridgeplanning.org/media/4cmhcw2j/whittlesford-conservation-area-appraisal-january-2024.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA102_2,281_SCA_CA102,Whittlesford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a063,https://greatercambridgeplanning.org/media/ygnjxkjj/whittlesford-conservation-area-map-2024.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA103_1,281_SCA_CA103,Willingham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a71,https://greatercambridgeplanning.org/media/1607/willingham-conservation-area-appraisal-1999.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA103_2,281_SCA_CA103,Willingham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a71,https://greatercambridgeplanning.org/media/2249/willingham-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
